BILLING_DOC,GPART,CONTRACT_ACCOUNT,PLAN_TYPE,BILLING_PERIOD,USAGE_UNITS,INVOICE_AMOUNT,CURRENCY,PAYMENT_STATUS,DUNNING_LEVEL,DUE_DATE
BILLDOC505402,BP100211,CA200210,STANDARD,2024-02,62.56,1549.05,INR,PAID,0,2024-02-22
BILLDOC505403,BP100211,CA200210,STANDARD,2024-03,134.08,1606.26,INR,PAID,0,2024-03-22
BILLDOC505404,BP100211,CA200210,STANDARD,2024-04,92.41,1572.93,INR,OPEN,0,2024-04-22
BILLDOC505405,BP100211,CA200210,STANDARD,2024-05,87.78,1569.22,INR,PAID,0,2024-05-22
BILLDOC505406,BP100211,CA200210,STANDARD,2024-06,139.72,10632.31,INR,OPEN,0,2024-06-22
BILLDOC505407,BP100211,CA200210,STANDARD,2024-07,68.94,1554.16,INR,PAID,0,2024-07-22
BILLDOC505408,BP100211,CA200210,STANDARD,2024-08,71.86,1556.49,INR,PAID,0,2024-08-22
BILLDOC505409,BP100211,CA200210,STANDARD,2024-09,72.59,1557.08,INR,OPEN,0,2024-09-22
BILLDOC505410,BP100211,CA200210,STANDARD,2024-10,98.3,1577.64,INR,PAID,0,2024-10-22
BILLDOC505411,BP100211,CA200210,STANDARD,2024-11,110.79,1587.63,INR,PAID,0,2024-11-22
BILLDOC505412,BP100211,CA200210,STANDARD,2024-12,118.49,1593.79,INR,PAID,0,2024-12-22
BILLDOC505413,BP100211,CA200210,STANDARD,2025-01,164.3,1630.44,INR,PAID,0,2025-01-22
BILLDOC505414,BP100211,CA200210,STANDARD,2025-02,43.76,1534.01,INR,PAID,0,2025-02-22
BILLDOC505415,BP100211,CA200210,STANDARD,2025-03,115.22,1591.17,INR,PAID,0,2025-03-22
BILLDOC505416,BP100211,CA200210,STANDARD,2025-04,86.07,1567.86,INR,PAID,0,2025-04-22
BILLDOC505417,BP100211,CA200210,STANDARD,2025-05,85.34,1567.27,INR,PAID,0,2025-05-22
BILLDOC505418,BP100211,CA200210,STANDARD,2025-06,84.51,1566.6,INR,OPEN,0,2025-06-22
BILLDOC505419,BP100211,CA200210,STANDARD,2025-07,77.28,1560.82,INR,PAID,0,2025-07-22
BILLDOC505420,BP100211,CA200210,STANDARD,2025-08,142.11,1612.69,INR,PAID,0,2025-08-22
BILLDOC505421,BP100211,CA200210,STANDARD,2025-09,121.06,1595.85,INR,PAID,0,2025-09-22
BILLDOC505422,BP100211,CA200210,STANDARD,2025-10,100.58,1579.46,INR,PAID,0,2025-10-22
BILLDOC505423,BP100211,CA200210,STANDARD,2025-11,133.78,1606.02,INR,PAID,0,2025-11-22
BILLDOC505424,BP100211,CA200210,STANDARD,2025-12,62.19,1548.75,INR,OPEN,0,2025-12-22
BILLDOC505425,BP100211,CA200210,STANDARD,2026-01,66.73,1552.39,INR,PAID,0,2026-01-22
BILLDOC505426,BP100211,CA200210,STANDARD,2026-02,45.55,1535.44,INR,OPEN,0,2026-02-22
BILLDOC505427,BP100211,CA200210,STANDARD,2026-03,82.51,1565.01,INR,PAID,0,2026-03-22
BILLDOC505428,BP100211,CA200210,STANDARD,2026-04,104.04,1582.23,INR,OPEN,0,2026-04-22
BILLDOC505429,BP100211,CA200210,STANDARD,2026-05,102.57,1581.06,INR,OPEN,0,2026-05-22
BILLDOC505430,BP100211,CA200210,STANDARD,2026-06,103.73,1581.99,INR,OPEN,0,2026-06-22
BILLDOC505431,BP100212,CA200211,BASIC,2024-06,64.72,531.36,INR,PAID,0,2024-06-22
BILLDOC505432,BP100212,CA200211,BASIC,2024-07,120.08,559.04,INR,PAID,0,2024-07-22
BILLDOC505433,BP100212,CA200211,BASIC,2024-08,105.99,552.0,INR,PAID,0,2024-08-22
BILLDOC505434,BP100212,CA200211,BASIC,2024-09,118.33,558.16,INR,PAID,0,2024-09-22
BILLDOC505435,BP100212,CA200211,BASIC,2024-10,52.68,4065.1,INR,PAID,0,2024-10-22
BILLDOC505436,BP100212,CA200211,BASIC,2024-11,107.79,552.89,INR,PAID,0,2024-11-22
BILLDOC505437,BP100212,CA200211,BASIC,2024-12,70.31,534.15,INR,PAID,0,2024-12-22
BILLDOC505438,BP100212,CA200211,BASIC,2025-01,90.07,544.03,INR,PAID,0,2025-01-22
BILLDOC505439,BP100212,CA200211,BASIC,2025-02,113.36,555.68,INR,PAID,0,2025-02-22
BILLDOC505440,BP100212,CA200211,BASIC,2025-03,102.28,550.14,INR,PAID,0,2025-03-22
BILLDOC505441,BP100212,CA200211,BASIC,2025-04,78.71,538.36,INR,PAID,0,2025-04-22
BILLDOC505442,BP100212,CA200211,BASIC,2025-05,100.16,549.08,INR,PAID,0,2025-05-22
BILLDOC505443,BP100212,CA200211,BASIC,2025-06,61.71,529.86,INR,PAID,0,2025-06-22
BILLDOC505444,BP100212,CA200211,BASIC,2025-07,128.76,563.38,INR,PAID,0,2025-07-22
BILLDOC505445,BP100212,CA200211,BASIC,2025-08,94.87,546.43,INR,OPEN,0,2025-08-22
BILLDOC505446,BP100212,CA200211,BASIC,2025-09,127.96,562.98,INR,OPEN,0,2025-09-22
BILLDOC505447,BP100212,CA200211,BASIC,2025-10,86.84,542.42,INR,OPEN,0,2025-10-22
BILLDOC505448,BP100212,CA200211,BASIC,2025-11,86.91,542.46,INR,OVERDUE,1,2025-11-22
BILLDOC505449,BP100212,CA200211,BASIC,2025-12,80.9,539.45,INR,PAID,0,2025-12-22
BILLDOC505450,BP100212,CA200211,BASIC,2026-01,121.9,559.95,INR,PAID,0,2026-01-22
BILLDOC505451,BP100212,CA200211,BASIC,2026-02,82.26,540.13,INR,OPEN,0,2026-02-22
BILLDOC505452,BP100212,CA200211,BASIC,2026-03,116.11,0.16,INR,PAID,0,2026-03-22
BILLDOC505453,BP100212,CA200211,BASIC,2026-04,90.44,544.22,INR,OPEN,0,2026-04-22
BILLDOC505454,BP100212,CA200211,BASIC,2026-05,50.6,524.3,INR,PAID,0,2026-05-22
BILLDOC505455,BP100212,CA200211,BASIC,2026-06,85.74,541.87,INR,PAID,0,2026-06-22
BILLDOC505456,BP100213,CA200212,BASIC,2024-03,70.52,534.26,INR,PAID,0,2024-03-22
BILLDOC505457,BP100213,CA200212,BASIC,2024-04,100.85,549.42,INR,PAID,0,2024-04-22
BILLDOC505458,BP100213,CA200212,BASIC,2024-05,70.24,534.12,INR,PAID,0,2024-05-22
BILLDOC505459,BP100213,CA200212,BASIC,2024-06,123.15,560.57,INR,PAID,0,2024-06-22
BILLDOC505460,BP100213,CA200212,BASIC,2024-07,97.72,547.86,INR,PAID,0,2024-07-22
BILLDOC505461,BP100213,CA200212,BASIC,2024-08,95.56,546.78,INR,PAID,0,2024-08-22
BILLDOC505462,BP100213,CA200212,BASIC,2024-09,116.4,557.2,INR,PAID,0,2024-09-22
BILLDOC505463,BP100213,CA200212,BASIC,2024-09,116.4,557.2,INR,PAID,0,2024-09-22
BILLDOC505464,BP100213,CA200212,BASIC,2024-10,124.1,561.05,INR,PAID,0,2024-10-22
BILLDOC505465,BP100213,CA200212,BASIC,2024-10,124.1,561.05,INR,PAID,0,2024-10-22
BILLDOC505466,BP100213,CA200212,BASIC,2024-11,99.5,548.75,INR,PAID,0,2024-11-22
BILLDOC505467,BP100213,CA200212,BASIC,2024-12,80.72,539.36,INR,PAID,0,2024-12-22
BILLDOC505468,BP100213,CA200212,BASIC,2025-01,55.65,526.83,INR,PAID,0,2025-01-22
BILLDOC505469,BP100213,CA200212,BASIC,2025-02,82.85,540.42,INR,OVERDUE,3,2025-02-22
BILLDOC505470,BP100213,CA200212,BASIC,2025-03,84.57,541.28,INR,PAID,0,2025-03-22
BILLDOC505471,BP100213,CA200212,BASIC,2025-04,102.68,550.34,INR,OPEN,0,2025-04-22
BILLDOC505472,BP100213,CA200212,BASIC,2025-05,91.37,544.69,INR,PAID,0,2025-05-22
BILLDOC505473,BP100213,CA200212,BASIC,2025-06,117.2,557.6,INR,PAID,0,2025-06-22
BILLDOC505474,BP100213,CA200212,BASIC,2025-07,84.68,541.34,INR,PAID,0,2025-07-22
BILLDOC505475,BP100213,CA200212,BASIC,2025-08,98.57,548.29,INR,PAID,0,2025-08-22
BILLDOC505476,BP100213,CA200212,BASIC,2025-09,129.6,563.8,INR,PAID,0,2025-09-22
BILLDOC505477,BP100213,CA200212,BASIC,2025-10,108.55,553.27,INR,PAID,0,2025-10-22
BILLDOC505478,BP100213,CA200212,BASIC,2025-11,98.5,548.25,INR,PAID,0,2025-11-22
BILLDOC505479,BP100213,CA200212,BASIC,2025-12,84.95,541.48,INR,PAID,0,2025-12-22
BILLDOC505480,BP100213,CA200212,BASIC,2026-01,84.17,541.08,INR,PAID,0,2026-01-22
BILLDOC505481,BP100213,CA200212,BASIC,2026-02,78.73,538.37,INR,PAID,0,2026-02-22
BILLDOC505482,BP100213,CA200212,BASIC,2026-03,86.47,542.24,INR,PAID,0,2026-03-22
BILLDOC505483,BP100213,CA200212,BASIC,2026-03,86.47,542.24,INR,PAID,0,2026-03-22
BILLDOC505484,BP100213,CA200212,BASIC,2026-04,118.89,558.45,INR,PAID,0,2026-04-22
BILLDOC505485,BP100214,CA200213,STANDARD,2024-01,94.45,1574.56,INR,PAID,0,2024-01-22
BILLDOC505486,BP100214,CA200213,STANDARD,2024-02,66.26,1552.0,INR,PAID,0,2024-02-22
BILLDOC505487,BP100214,CA200213,STANDARD,2024-03,144.2,1614.36,INR,PAID,0,2024-03-22
BILLDOC505488,BP100214,CA200213,STANDARD,2024-04,108.0,1585.4,INR,PAID,0,2024-04-22
BILLDOC505489,BP100214,CA200213,STANDARD,2024-05,64.83,1550.86,INR,PAID,0,2024-05-22
BILLDOC505490,BP100214,CA200213,STANDARD,2024-06,88.95,1570.16,INR,PAID,0,2024-06-22
BILLDOC505491,BP100214,CA200213,STANDARD,2024-07,102.77,1581.22,INR,PAID,0,2024-07-22
BILLDOC505492,BP100214,CA200213,STANDARD,2024-08,142.61,1613.09,INR,OVERDUE,0,2024-08-22
BILLDOC505493,BP100214,CA200213,STANDARD,2024-09,72.3,1556.84,INR,PAID,0,2024-09-22
BILLDOC505494,BP100214,CA200213,STANDARD,2024-10,124.4,11354.23,INR,OPEN,0,2024-10-22
BILLDOC505495,BP100214,CA200213,STANDARD,2024-11,134.99,1606.99,INR,OPEN,0,2024-11-22
BILLDOC505496,BP100214,CA200213,STANDARD,2024-12,84.28,1566.43,INR,PAID,0,2024-12-22
BILLDOC505497,BP100214,CA200213,STANDARD,2025-01,93.06,1573.45,INR,PAID,0,2025-01-22
BILLDOC505498,BP100214,CA200213,STANDARD,2025-02,74.09,1558.27,INR,PAID,0,2025-02-22
BILLDOC505499,BP100214,CA200213,STANDARD,2025-03,94.91,1574.93,INR,PAID,0,2025-03-22
BILLDOC505500,BP100214,CA200213,STANDARD,2025-04,99.09,1578.27,INR,PAID,0,2025-04-22
BILLDOC505501,BP100214,CA200213,STANDARD,2025-05,116.49,1592.19,INR,PAID,0,2025-05-22
BILLDOC505502,BP100214,CA200213,STANDARD,2025-06,127.25,1600.8,INR,PAID,0,2025-06-22
BILLDOC505503,BP100214,CA200213,STANDARD,2025-07,81.3,1564.04,INR,PAID,0,2025-07-22
BILLDOC505504,BP100214,CA200213,STANDARD,2025-08,50.82,1539.65,INR,PAID,0,2025-08-22
BILLDOC505505,BP100214,CA200213,STANDARD,2025-09,99.47,1578.58,INR,PAID,0,2025-09-22
BILLDOC505506,BP100214,CA200213,STANDARD,2025-10,107.34,1584.87,INR,PAID,0,2025-10-22
BILLDOC505507,BP100214,CA200213,STANDARD,2025-11,106.24,1583.99,INR,PAID,0,2025-11-22
BILLDOC505508,BP100214,CA200213,STANDARD,2025-12,91.83,1572.47,INR,PAID,0,2025-12-22
BILLDOC505509,BP100214,CA200213,STANDARD,2026-01,103.12,1581.5,INR,PAID,0,2026-01-22
BILLDOC505510,BP100214,CA200213,STANDARD,2026-02,137.89,1609.31,INR,PAID,0,2026-02-22
BILLDOC505511,BP100214,CA200213,STANDARD,2026-03,109.54,1586.63,INR,OVERDUE,0,2026-03-22
BILLDOC505512,BP100214,CA200213,STANDARD,2026-04,90.67,1571.53,INR,PAID,0,2026-04-22
BILLDOC505513,BP100214,CA200213,STANDARD,2026-05,87.5,1569.0,INR,PAID,0,2026-05-22
BILLDOC505514,BP100214,CA200213,STANDARD,2026-06,95.75,1575.6,INR,OVERDUE,1,2026-06-22
BILLDOC505515,BP100215,CA200214,BASIC,2024-06,140.92,569.46,INR,PAID,0,2024-06-22
BILLDOC505516,BP100215,CA200214,BASIC,2024-07,95.42,546.71,INR,PAID,0,2024-07-22
BILLDOC505517,BP100215,CA200214,BASIC,2024-08,99.51,548.75,INR,PAID,0,2024-08-22
BILLDOC505518,BP100215,CA200214,BASIC,2024-09,87.94,-76.28,INR,PAID,0,2024-09-22
BILLDOC505519,BP100215,CA200214,BASIC,2024-10,127.47,562.74,INR,PAID,0,2024-10-22
BILLDOC505520,BP100215,CA200214,BASIC,2024-11,149.0,573.5,INR,PAID,0,2024-11-22
BILLDOC505521,BP100215,CA200214,BASIC,2024-12,111.27,3382.29,INR,PAID,0,2024-12-22
BILLDOC505522,BP100215,CA200214,BASIC,2025-01,102.07,550.03,INR,PAID,0,2025-01-22
BILLDOC505523,BP100215,CA200214,BASIC,2025-02,100.92,549.46,INR,PAID,0,2025-02-22
BILLDOC505524,BP100215,CA200214,BASIC,2025-03,40.39,519.2,INR,PAID,0,2025-03-22
BILLDOC505525,BP100215,CA200214,BASIC,2025-04,118.63,558.31,INR,PAID,0,2025-04-22
BILLDOC505526,BP100215,CA200214,BASIC,2025-05,103.35,550.68,INR,PAID,0,2025-05-22
BILLDOC505527,BP100215,CA200214,BASIC,2025-06,110.71,554.35,INR,PAID,0,2025-06-22
BILLDOC505528,BP100215,CA200214,BASIC,2025-07,82.21,540.11,INR,OPEN,0,2025-07-22
BILLDOC505529,BP100215,CA200214,BASIC,2025-08,90.39,544.19,INR,PAID,0,2025-08-22
BILLDOC505530,BP100215,CA200214,BASIC,2025-09,89.72,543.86,INR,PAID,0,2025-09-22
BILLDOC505531,BP100215,CA200214,BASIC,2025-10,125.54,561.77,INR,PAID,0,2025-10-22
BILLDOC505532,BP100215,CA200214,BASIC,2025-11,90.53,544.27,INR,PAID,0,2025-11-22
BILLDOC505533,BP100215,CA200214,BASIC,2025-12,152.07,575.03,INR,PAID,0,2025-12-22
BILLDOC505534,BP100215,CA200214,BASIC,2026-01,110.77,554.39,INR,PAID,0,2026-01-22
BILLDOC505535,BP100215,CA200214,BASIC,2026-02,68.11,533.05,INR,OPEN,0,2026-02-22
BILLDOC505536,BP100215,CA200214,BASIC,2026-03,96.79,547.39,INR,OPEN,0,2026-03-22
BILLDOC505537,BP100215,CA200214,BASIC,2026-04,83.71,540.85,INR,PAID,0,2026-04-22
BILLDOC505538,BP100215,CA200214,BASIC,2026-05,45.14,521.57,INR,PAID,0,2026-05-22
BILLDOC505539,BP100215,CA200214,BASIC,2026-06,139.99,568.99,INR,PAID,0,2026-06-22
BILLDOC505540,BP100216,CA200215,STANDARD,2024-03,117.58,1593.06,INR,OPEN,0,2024-03-22
BILLDOC505541,BP100216,CA200215,STANDARD,2024-04,113.33,1589.66,INR,OVERDUE,3,2024-04-22
BILLDOC505542,BP100216,CA200215,STANDARD,2024-05,104.14,1582.31,INR,OPEN,0,2024-05-22
BILLDOC505543,BP100216,CA200215,STANDARD,2024-06,65.45,1551.36,INR,PAID,0,2024-06-22
BILLDOC505544,BP100216,CA200215,STANDARD,2024-07,87.91,1569.33,INR,PAID,0,2024-07-22
BILLDOC505545,BP100216,CA200215,STANDARD,2024-08,121.04,1595.84,INR,PAID,0,2024-08-22
BILLDOC505546,BP100216,CA200215,STANDARD,2024-09,73.72,1557.98,INR,PAID,0,2024-09-22
BILLDOC505547,BP100216,CA200215,STANDARD,2024-10,36.71,1528.36,INR,PAID,0,2024-10-22
BILLDOC505548,BP100216,CA200215,STANDARD,2024-10,36.71,1528.36,INR,PAID,0,2024-10-22
BILLDOC505549,BP100216,CA200215,STANDARD,2024-11,94.32,1574.46,INR,OPEN,0,2024-11-22
BILLDOC505550,BP100216,CA200215,STANDARD,2024-12,96.46,1576.16,INR,PAID,0,2024-12-22
BILLDOC505551,BP100216,CA200215,STANDARD,2025-01,103.39,1581.71,INR,PAID,0,2025-01-22
BILLDOC505552,BP100216,CA200215,STANDARD,2025-02,118.21,1593.57,INR,OPEN,0,2025-02-22
BILLDOC505553,BP100216,CA200215,STANDARD,2025-03,115.94,1591.75,INR,PAID,0,2025-03-22
BILLDOC505554,BP100216,CA200215,STANDARD,2025-04,106.47,1584.18,INR,PAID,0,2025-04-22
BILLDOC505555,BP100216,CA200215,STANDARD,2025-05,129.89,1602.91,INR,OVERDUE,3,2025-05-22
BILLDOC505556,BP100216,CA200215,STANDARD,2025-06,62.03,1548.62,INR,OPEN,0,2025-06-22
BILLDOC505557,BP100216,CA200215,STANDARD,2025-07,112.61,1589.09,INR,PAID,0,2025-07-22
BILLDOC505558,BP100216,CA200215,STANDARD,2025-08,115.66,1591.53,INR,PAID,0,2025-08-22
BILLDOC505559,BP100216,CA200215,STANDARD,2025-09,69.01,1554.21,INR,PAID,0,2025-09-22
BILLDOC505560,BP100216,CA200215,STANDARD,2025-10,62.43,1548.94,INR,PAID,0,2025-10-22
BILLDOC505561,BP100216,CA200215,STANDARD,2025-11,81.35,1564.08,INR,PAID,0,2025-11-22
BILLDOC505562,BP100216,CA200215,STANDARD,2025-12,83.46,1565.77,INR,PAID,0,2025-12-22
BILLDOC505563,BP100216,CA200215,STANDARD,2026-01,118.84,1594.07,INR,PAID,0,2026-01-22
BILLDOC505564,BP100216,CA200215,STANDARD,2026-02,84.64,1566.71,INR,PAID,0,2026-02-22
BILLDOC505565,BP100216,CA200215,STANDARD,2026-03,78.59,1561.87,INR,PAID,0,2026-03-22
BILLDOC505566,BP100216,CA200215,STANDARD,2026-04,84.71,1566.77,INR,OVERDUE,0,2026-04-22
BILLDOC505567,BP100216,CA200215,STANDARD,2026-05,127.97,1601.37,INR,PAID,0,2026-05-22
BILLDOC505568,BP100216,CA200215,STANDARD,2026-06,100.33,1579.26,INR,PAID,0,2026-06-22
BILLDOC505569,BP100217,CA200216,STANDARD,2024-05,95.52,1575.41,INR,PAID,0,2024-05-22
BILLDOC505570,BP100217,CA200216,STANDARD,2024-06,97.25,1576.8,INR,PAID,0,2024-06-22
BILLDOC505571,BP100217,CA200216,STANDARD,2024-07,132.3,1604.84,INR,OPEN,0,2024-07-22
BILLDOC505572,BP100217,CA200216,STANDARD,2024-08,81.27,1564.02,INR,OPEN,0,2024-08-22
BILLDOC505573,BP100217,CA200216,STANDARD,2024-09,132.89,1605.31,INR,PAID,0,2024-09-22
BILLDOC505574,BP100217,CA200216,STANDARD,2024-10,105.26,1583.21,INR,PAID,0,2024-10-22
BILLDOC505575,BP100217,CA200216,STANDARD,2024-11,95.99,1575.79,INR,OPEN,0,2024-11-22
BILLDOC505576,BP100217,CA200216,STANDARD,2024-12,162.52,1629.02,INR,PAID,0,2024-12-22
BILLDOC505577,BP100217,CA200216,STANDARD,2025-01,73.61,1557.89,INR,OPEN,0,2025-01-22
BILLDOC505578,BP100217,CA200216,STANDARD,2025-02,91.16,1571.93,INR,PAID,0,2025-02-22
BILLDOC505579,BP100217,CA200216,STANDARD,2025-03,69.19,1554.35,INR,OPEN,0,2025-03-22
BILLDOC505580,BP100217,CA200216,STANDARD,2025-04,123.81,1598.05,INR,PAID,0,2025-04-22
BILLDOC505581,BP100217,CA200216,STANDARD,2025-05,142.23,1612.78,INR,PAID,0,2025-05-22
BILLDOC505582,BP100217,CA200216,STANDARD,2025-06,141.75,1612.4,INR,PAID,0,2025-06-22
BILLDOC505583,BP100217,CA200216,STANDARD,2025-07,130.6,1603.48,INR,PAID,0,2025-07-22
BILLDOC505584,BP100217,CA200216,STANDARD,2025-08,95.06,1575.05,INR,PAID,0,2025-08-22
BILLDOC505585,BP100217,CA200216,STANDARD,2025-09,90.87,1571.7,INR,OVERDUE,2,2025-09-22
BILLDOC505586,BP100217,CA200216,STANDARD,2025-10,58.22,7350.32,INR,OVERDUE,3,2025-10-22
BILLDOC505587,BP100217,CA200216,STANDARD,2025-11,150.9,1619.72,INR,OVERDUE,1,2025-11-22
BILLDOC505588,BP100217,CA200216,STANDARD,2025-12,111.72,1588.38,INR,PAID,0,2025-12-22
BILLDOC505589,BP100217,CA200216,STANDARD,2026-01,87.7,1569.16,INR,OVERDUE,3,2026-01-22
BILLDOC505590,BP100217,CA200216,STANDARD,2026-02,133.2,1605.56,INR,PAID,0,2026-02-22
BILLDOC505591,BP100217,CA200216,STANDARD,2026-03,75.68,1559.54,INR,PAID,0,2026-03-22
BILLDOC505592,BP100217,CA200216,STANDARD,2026-04,110.17,1587.13,INR,PAID,0,2026-04-22
BILLDOC505593,BP100217,CA200216,STANDARD,2026-05,95.68,1575.55,INR,PAID,0,2026-05-22
BILLDOC505594,BP100217,CA200216,STANDARD,2026-06,115.97,1591.77,INR,PAID,0,2026-06-22
BILLDOC505595,BP100218,CA200217,BASIC,2024-05,98.41,548.21,INR,PAID,0,2024-05-22
BILLDOC505596,BP100218,CA200217,BASIC,2024-06,63.73,530.86,INR,OVERDUE,2,2024-06-22
BILLDOC505597,BP100218,CA200217,BASIC,2024-07,101.89,549.94,INR,OPEN,0,2024-07-22
BILLDOC505598,BP100218,CA200217,BASIC,2024-08,126.22,562.11,INR,PAID,0,2024-08-22
BILLDOC505599,BP100218,CA200217,BASIC,2024-09,99.27,548.63,INR,PAID,0,2024-09-22
BILLDOC505600,BP100218,CA200217,BASIC,2024-10,119.38,558.69,INR,PAID,0,2024-10-22
BILLDOC505601,BP100218,CA200217,BASIC,2024-11,73.86,535.93,INR,PAID,0,2024-11-22
BILLDOC505602,BP100218,CA200217,BASIC,2024-12,99.34,548.67,INR,PAID,0,2024-12-22
BILLDOC505603,BP100218,CA200217,BASIC,2025-01,84.39,541.19,INR,OPEN,0,2025-01-22
BILLDOC505604,BP100218,CA200217,BASIC,2025-02,118.67,558.34,INR,PAID,0,2025-02-22
BILLDOC505605,BP100218,CA200217,BASIC,2025-03,100.79,549.39,INR,PAID,0,2025-03-22
BILLDOC505606,BP100218,CA200217,BASIC,2025-04,117.25,557.63,INR,OPEN,0,2025-04-22
BILLDOC505607,BP100218,CA200217,BASIC,2025-05,127.19,562.6,INR,PAID,0,2025-05-22
BILLDOC505608,BP100218,CA200217,BASIC,2025-06,117.29,557.65,INR,PAID,0,2025-06-22
BILLDOC505609,BP100218,CA200217,BASIC,2025-07,106.83,552.41,INR,OVERDUE,1,2025-07-22
BILLDOC505610,BP100218,CA200217,BASIC,2025-08,75.04,536.52,INR,PAID,0,2025-08-22
BILLDOC505611,BP100218,CA200217,BASIC,2025-09,99.93,548.97,INR,PAID,0,2025-09-22
BILLDOC505612,BP100218,CA200217,BASIC,2025-10,86.67,542.34,INR,PAID,0,2025-10-22
BILLDOC505613,BP100218,CA200217,BASIC,2025-11,91.4,544.7,INR,OVERDUE,1,2025-11-22
BILLDOC505614,BP100218,CA200217,BASIC,2025-12,90.64,544.32,INR,PAID,0,2025-12-22
BILLDOC505615,BP100218,CA200217,BASIC,2026-01,75.5,536.75,INR,PAID,0,2026-01-22
BILLDOC505616,BP100218,CA200217,BASIC,2026-02,51.07,524.53,INR,PAID,0,2026-02-22
BILLDOC505617,BP100219,CA200218,STANDARD,2024-06,83.3,1565.64,INR,PAID,0,2024-06-22
BILLDOC505618,BP100219,CA200218,STANDARD,2024-07,104.83,1582.87,INR,PAID,0,2024-07-22
BILLDOC505619,BP100219,CA200218,STANDARD,2024-08,66.3,1552.04,INR,PAID,0,2024-08-22
BILLDOC505620,BP100219,CA200218,STANDARD,2024-09,100.39,1579.31,INR,PAID,0,2024-09-22
BILLDOC505621,BP100219,CA200218,STANDARD,2024-10,147.51,1617.01,INR,PAID,0,2024-10-22
BILLDOC505622,BP100219,CA200218,STANDARD,2024-11,125.58,1599.46,INR,OPEN,0,2024-11-22
BILLDOC505623,BP100219,CA200218,STANDARD,2024-12,141.09,1611.87,INR,OPEN,0,2024-12-22
BILLDOC505624,BP100219,CA200218,STANDARD,2025-01,109.78,1586.82,INR,PAID,0,2025-01-22
BILLDOC505625,BP100219,CA200218,STANDARD,2025-02,129.19,1602.35,INR,PAID,0,2025-02-22
BILLDOC505626,BP100219,CA200218,STANDARD,2025-03,81.9,1564.52,INR,PAID,0,2025-03-22
BILLDOC505627,BP100219,CA200218,STANDARD,2025-04,83.89,1566.11,INR,PAID,0,2025-04-22
BILLDOC505628,BP100219,CA200218,STANDARD,2025-05,31.52,1524.22,INR,PAID,0,2025-05-22
BILLDOC505629,BP100219,CA200218,STANDARD,2025-06,129.65,1602.72,INR,OPEN,0,2025-06-22
BILLDOC505630,BP100219,CA200218,STANDARD,2025-07,138.51,1609.81,INR,PAID,0,2025-07-22
BILLDOC505631,BP100219,CA200218,STANDARD,2025-08,86.17,1567.94,INR,PAID,0,2025-08-22
BILLDOC505632,BP100219,CA200218,STANDARD,2025-09,93.65,1573.92,INR,PAID,0,2025-09-22
BILLDOC505633,BP100219,CA200218,STANDARD,2025-10,81.15,1563.92,INR,PAID,0,2025-10-22
BILLDOC505634,BP100219,CA200218,STANDARD,2025-11,109.57,4.68,INR,PAID,0,2025-11-22
BILLDOC505635,BP100219,CA200218,STANDARD,2025-12,128.12,1601.5,INR,PAID,0,2025-12-22
BILLDOC505636,BP100219,CA200218,STANDARD,2026-01,56.43,1544.14,INR,PAID,0,2026-01-22
BILLDOC505637,BP100219,CA200218,STANDARD,2026-02,110.24,1587.19,INR,PAID,0,2026-02-22
BILLDOC505638,BP100219,CA200218,STANDARD,2026-03,93.08,1573.47,INR,PAID,0,2026-03-22
BILLDOC505639,BP100219,CA200218,STANDARD,2026-04,102.83,1581.27,INR,PAID,0,2026-04-22
BILLDOC505640,BP100219,CA200218,STANDARD,2026-05,111.47,1588.18,INR,PAID,0,2026-05-22
BILLDOC505641,BP100219,CA200218,STANDARD,2026-06,95.29,1575.24,INR,OVERDUE,3,2026-06-22
BILLDOC505642,BP100220,CA200219,STANDARD,2024-06,97.41,1576.93,INR,PAID,0,2024-06-22
BILLDOC505643,BP100220,CA200219,STANDARD,2024-07,94.65,1574.72,INR,PAID,0,2024-07-22
BILLDOC505644,BP100220,CA200219,STANDARD,2024-08,124.26,1598.41,INR,PAID,0,2024-08-22
BILLDOC505645,BP100220,CA200219,STANDARD,2024-09,110.47,-279.84,INR,PAID,0,2024-09-22
BILLDOC505646,BP100220,CA200219,STANDARD,2024-10,105.51,1583.41,INR,PAID,0,2024-10-22
BILLDOC505647,BP100221,CA200220,ENTERPRISE,2024-02,68.23,10101.34,INR,PAID,0,2024-02-22
BILLDOC505648,BP100221,CA200220,ENTERPRISE,2024-03,90.54,10134.8,INR,PAID,0,2024-03-22
BILLDOC505649,BP100221,CA200220,ENTERPRISE,2024-04,122.47,10182.7,INR,PAID,0,2024-04-22
BILLDOC505650,BP100221,CA200220,ENTERPRISE,2024-05,100.94,10150.41,INR,PAID,0,2024-05-22
BILLDOC505651,BP100221,CA200220,ENTERPRISE,2024-06,116.49,10173.73,INR,OPEN,0,2024-06-22
BILLDOC505652,BP100221,CA200220,ENTERPRISE,2024-07,144.16,10215.24,INR,PAID,0,2024-07-22
BILLDOC505653,BP100221,CA200220,ENTERPRISE,2024-08,125.97,10187.95,INR,PAID,0,2024-08-22
BILLDOC505654,BP100221,CA200220,ENTERPRISE,2024-09,102.33,10152.49,INR,PAID,0,2024-09-22
BILLDOC505655,BP100221,CA200220,ENTERPRISE,2024-10,87.23,10129.84,INR,OPEN,0,2024-10-22
